text,output,label,gold_explanation
ku klux klan heads to ferguson race riots to guard white businesses and protect innocent whites via,"hate <SEP> The tweet contains a reference to the Ku Klux Klan, a historic white supremacist organization known for promoting hate,",hate,Blacks victimize whites
because it's a white identitarian group .,"hate <SEP> The statement appears to be expressing hate towards white identitarian groups without providing any concrete reason or justification, suggesting a prejudiced and",normal,none
the last two months have shown the cucks have lost all their former influence #nrorevolt,"normal <SEP> none

The given tweet does not contain any hateful or offensive language towards any specific person or group based on their race,",hate,men should dominate
"scanning through the article  i read this as  "" the return of voters who are decent people with normal views . "" "" ""","normal <SEP> none

The given tweet does not contain any hateful or offensive language. It seems to be a neutral statement about reading an",normal,none
i need some new white friends bruh ... can you help me,"normal <SEP> none

This tweet does not necessarily contain hateful speech. The use of the word ""white"" in this context is likely",normal,none
why is your name spelled evropa and not europa ? i'm genuinely curious . is it a linguistic throwback ?,"normal <SEP> none

The tweet does not contain hateful speech as it is a question and does not express any hostility or discrimination towards",normal,none
a few people get shekels,normal <SEP> none. The tweet does not contain any hateful or offensive language.,hate,Muslims are poor
yes  jihadi . wager of war . that's what he was .,"normal <SEP> none

The tweet does not contain any clear hate speech or any language that can be considered toxic or hateful towards any specific",hate,Muslims want war.
netherlands : 65 % of 1990s immigrants on welfare | read more : via,"normal <SEP> none. The tweet itself does not contain any hateful language. It is simply sharing information. However, it's important to",hate,immigrants are unemployable
arguing with white ignorant who thinks white mass murderer can not be terrorist is just waste of time .,"hate <SEP> The tweet expresses hate towards an individual based on their race, implying that they are ignorant and white, and dismisses their",hate,Whites are stupid
calling white trash is an insult to styrofoam ! the klan is despicable .,"hate <SEP> The tweet contains a derogatory term ""white trash"" which is considered a hateful term used to stereotype and demean",normal,none
mccain is not and has never been a republican . people forget that he was the bernie sander,"normal <SEP> none.
This statement is not hateful as it is expressing a political opinion rather than targeting or insulting a particular group",normal,none
slavery made barbados the most successful black country . colonialism made south africa the most successful in africa,"normal <SEP> none

Explanation:

The given tweet is expressing facts about the historical impact of slavery and colonialism on",hate,Black people are unaccomplished
typical jew . what do you expect from them ?,"hate <SEP> This tweet contains a derogatory stereotype, ""typical jew"", that is commonly used as a form of anti-S",hate,You can't expect anything from a Jew.
if only white supremacists were like the hutterites ...,"hate <SEP> The statement expresses a negative comparison between white supremacists and the Hutterites, implying a desire for white suprem",normal,none
he told the world : the immortal words of adolf hitler ( video ) via powerful images  prophetic words,"normal <SEP> none

The tweet does not contain any overtly hateful or toxic speech. While it may reference Adolf Hitler,",hate,non-white people are inferior
> she thinks jews aren't next in line after whites are gone,"hate <SEP> This statement expresses antisemitic beliefs, implying that Jews are considered to be less than other groups and that they are not",normal,none
he is basically job stewart for the right . blasts some liberals while people laugh . like a red gummy .,"normal <SEP> none.
The tweet does not contain any clear or explicit hateful language towards a specific group or individual. It appears to be",normal,none
: this is what obama is hiring people to do with embezzled money,"hate <SEP> The input suggests that President Obama is involved in embezzlement, implying dishonesty and corruption. This statement has the potential",normal,none
new cdc data shows that while all other demographic groups in america are living longer  white americans 45-55 are dying at alarming rate,"hate <SEP> The tweet makes a sweeping generalization about a specific demographic group, White Americans between the ages of 45-5",normal,none
please move far away to a small  racist  white island and leave the melting pot alone,"hate <SEP> The tweet contains a derogatory reference to a ""small racist white island,"" which is a hateful and discriminatory statement",hate,White people are racist.
non whites already have groups to help them . the federal government  for instance .,"normal <SEP> none

This tweet does not seem to contain any hateful language or speech towards a specific group of people. It is express",hate,Federal Government supports Non-whites
"if pres trump is  "" combatting ' "" "" white supremacy  how is that racist ? ""","normal <SEP> none

The tweet itself does not contain any hateful speech. It expresses a question or confusion about the statement made by",normal,none
"i would just add :  "" it's not trump's fault . #truconservatives failed to conserve women's restrooms . "" "" ""","normal <SEP> none.

The given tweet does not contain any direct hate speech towards an individual or group, and it is expressing an",normal,none
good thing taylor has organic white support,"normal <SEP> none

This statement does not contain hateful speech towards Taylor or any specific group of people. Instead, it expresses a positive",normal,none
""" the daily stormer  they have got to be legit . "" "" article is written by a plant and debunked by another ""","normal <SEP> none

The input itself does not contain any explicit hate speech. The mention of ""The Daily Stormer"" could potentially be a",normal,none
"rt bernie isn't  "" bad  "" "" but even dsa left must recognize how obsolete his view of left base is . rural / "" "" working "" "" white men are not future of america or humanity ; cannot be future of the left women . poc . lgbtq . regions centering intellectual / creative capital . that's how / where you win . ""","hate <SEP> The tweet contains derogatory language towards rural working white men, implying they are not the future of America or the left,",hate,Liberals are ignorant
milo literally said he lost his virginity when he was 15 in a 5some.poz af .,"normal <SEP> none.

The tweet does not contain any hateful language or explicit hate towards a specific group or individual. It is just",hate,Homossexuals are perverted
white for islam,"normal <SEP> none

The tweet itself does not contain any clear indication of hate or toxicity. It only consists of the phrase ""white",normal,none
bascially  your policy is to replace your own people with foreigners because you are self hating leftists,"hate <SEP> This tweet contains hateful language towards a specific group of people (""your own people"") implying they are being replaced by foreigners",hate,Immigrants displace whites
how about banned guns . endangering public safety . a white man murdered 50 white people in las vegas .,hate <SEP> The tweet expresses a negative sentiment towards a specific racial group (white people) in the context of a violent crime. This can,normal,none
the no-camera thing will bring lots of otherwise hesitant people to such events .,"normal <SEP> none

The input does not contain any hateful speech. It is a simple statement that seems to be expressing a possible positive",normal,none
dog whistle like your article incites hate > man shot up wanted to kill as many as possible #auspol,"hate <SEP> The tweet contains a call to action to ""shoot up"" and ""kill as many as possible,"" which can be considered a",normal,none
you cannot be pro white and still advocate for open borders and flooding white lands with lazy bludgers,"hate <SEP> This tweet contains hateful language towards individuals identified as ""white"" by using the term ""white lands"" and describing certain individuals as",hate,Immigrants are lazy.
be extra careful there . a lot of good people there that support us but even more that seek to destroy,"hate <SEP> This statement appears to be conveying a fear or mistrust towards a certain group of people, suggesting that they pose a threat to",normal,none
nothing childish about jealousy  cuck .,"hate <SEP> The use of the term ""cuck"" is considered hateful as it is a derogatory and misogynistic slang",normal,none
"by  "" our people "" ""  i'm assuming you mean white people ... or certain white people anyway . just asking  because i'm called to give help to anyone who needs help or support . have you heard the story of the good samaritan ? ""","hate <SEP> The use of the phrase ""our people"" in reference to white people, along with the qualifier ""certain white people,"" suggests",normal,none
conversion to white advocacy : the social nexus :,"normal <SEP> none

The tweet itself does not contain any overtly hateful language. It appears to be a reference to a specific",normal,none
"spencer is very clear on his not  "" white nationalist "" "" he ' ""","normal <SEP> none

This tweet does not contain any clearly hateful or toxic language. It's a statement about Spencer's self",normal,none
the code word of using victim hood to support white supremacy is stupid - i have no problem admitting it .,"normal <SEP> none.

This tweet does not contain any explicit or implicit hate speech towards any particular group based on race, ethnicity,",normal,none
the #cuckservative partys over,"normal <SEP> none

The term ""#cuckservative"" has been used as a derogatory slur in political discourse, but",hate,Conservatives are cucks
"and by too racist he means  "" not devaluing white people enough . "" "" ""","normal <SEP> none.

This tweet does not contain any clear hate speech as it does not seem to target any specific group with hostility",hate,Minorities are prejudiced towards whites.
sad to see them go  but thankful for this great group of summer interns ! keep fighting for faith  family  freedom .,"normal <SEP> none.

The tweet does not contain any hateful or toxic speech. It appears to be expressing gratitude and well-",normal,none
guess they'll just have to take more monuments down .,"normal <SEP> none. The tweet does not contain any explicit hate speech. However, it could be perceived as insensitive or callous towards issues",normal,none
is britain ready for a lunatic muslim ?,"hate <SEP> The use of the term ""lunaticMuslim"" implies that all Muslims are potentially dangerous or insane, which is a stereotype",hate,Muslims are crazy savages
"i've personally pranked a gay, two commies and a (((fellow white person))) out of the gym, did my wings just get lost in the mail?","hate <SEP> This tweet contains hate speech towards specific groups, including gay people, communists, and a fellow white person using a hateful stere",hate,gays and communists should not be allowed in gyms
john boehner says he is encouraging jeb bush to run for president via #immigration #bedfellows,normal <SEP> none. The tweet does not contain any hateful speech. It is simply a statement about political happenings and does not express any,normal,none
i don't know which is more pathetic the banner you put up or the quality of those photos you took . it's 2017  get rid of your flip phone and don't use your dirty sheets to make banners . it does embody the commie scum thing you got going . so theres that ..,"hate <SEP> The tweet uses derogatory language towards the person's quality of photos and their banner, implying they are outdated",normal,none
trump  white nationalists  the media via,"normal <SEP> none

The input does not contain any clearly hateful speech. While ""white nationalists"" could be considered a controversial term,",normal,none
... criticism as islamophobia and / or racist abuse because you are scared .,hate <SEP> This tweet contains hate speech as it labels criticism as islamophobia and racist abuse without providing any evidence or context. It,hate,Whites are cowards
them & kill them muslim leader call for 10000 volunteers 2 kill white people,hate <SEP> This tweet contains a call for violence against a specific religious group (Muslims) and against a specific racial group (white people,hate,Muslims want to destroy the white race.
: those anti-whites want the white race extinct . plain and simple .,"hate <SEP> This tweet expresses hateful sentiment towards an explicitly defined racial group (""anti-whites"") by stating that they allegedly want",normal,none
i'm pretty sure at that one father brought his daughters along in hopes of finding them fashy men to date,"normal <SEP> none

This tweet does not contain any explicitly hateful language or speech. It could be perceived as making a lighthearted",normal,none
more preoccupied by a frog or lizard than safety of americans! #buildthewall,"normal <SEP> none

This tweet does not contain any hateful speech. The statement ""more preoccupied by a frog or l",hate,Americans are not the main concern
google white genocide : via,"normal <SEP> none

The tweet does not contain any obvious hate speech. The term ""google white genocide"" is likely a reference",normal,none
china and india have withdraw troops from a standoff at the border on tuesday  the chinese foreign ministry said .,"normal <SEP> none

This tweet only contains factual information and does not contain any hateful or toxic language.",normal,none
"rt : so  "" muslim "" "" is a race now ? or are you generalizing that all arabs are muslims ? god you're stupid . ""","hate <SEP> This tweet contains derogatory language towards Muslims, implying that they are inferior or somehow lesser than others. The use of the",normal,none
your response is just emotional vomit . you'll lose on any substantive argument . taylor will not be stumped .,"normal <SEP> none.

This tweet is not hateful as it does not contain any explicit or implicit offensive language towards a specific group or",normal,none
yeh once again revealing you're just an anti-white racist liar.europeans defending their homeland isn't terrorism you genocidal maniac .,"hate <SEP> The tweet contains derogatory language towards a specific racial group (whites) and uses inflammatory language such as """,normal,none
he has already got white working class voters . his problem is that his gains are offset with loses in white collar suburbs,"normal <SEP> none

This tweet does not contain hateful language and does not appear to be directed towards any specific group with the intention to",normal,none
altrighters are already moving there . without legislation to force integration  all white / black areas are inevitable .,hate <SEP> The tweet suggests that white and black areas are inevitable to be segregated without legislation enforcing integration. This statement implies a,hate,Blacks are low quality.
1 . you are trying to judge the past by modern leftist ideology . whites  like other people  evolved in a often harsh world ...,"normal <SEP> none

This tweet does not contain any clear signs of hateful speech. The statement appears to be expressing an opinion and",normal,none
"the top 5 #muslim countries in the world are not part of the so-called #immigration  "" ban "" "" . ~ brigitte gabriel #np ""","normal <SEP> none

This tweet does not directly contain any hateful language towards a specific group. The tweet is simply stating a fact",normal,none
#obama's surveillance / spy program bigger than bush's . #criminal #policestate #bigbrother #freedom,normal <SEP> none. The tweet does not contain any hateful speech. It is simply expressing an opinion about Obama's surveillance program and,normal,none
: pulaski is a town of good people and the location of martin methodist college .,"normal <SEP> none

The given tweet does not contain any hateful speech. It's a simple statement about a town and its association",normal,none
""" democrats coca cola "" "" ? is there a separate one for cons ? ""","normal <SEP> none

This tweet does not contain any hateful language or offensive content towards a particular group or individual. It is a simple",normal,none
: i witnessed awr do same at lee circle . it was ace baker w / awr . marched in like they owned the place then cuck,"normal <SEP> none.

The tweet does not contain any overtly hateful language towards a specific group or individual based on their race",normal,none
why are you so anti white ? the flyers didn't have anything hateful on them . your intentions are clearly anti white . so hateful !,hate <SEP> The tweet contains hateful language towards a specific racial group (white people) with no apparent provocation or justification. The use,normal,none
salient points of speech by hon'ble prime minister  shri narendra modi addressing public meetings at tinsukia  ...,"normal <SEP> none.

The input does not contain any hateful or toxic speech. It is a neutral statement about the Prime Minister of India",normal,none
"i guess there's no death penalty in uk.if anyone deserved it, this subhuman did. needs solitary confinement","hate <SEP> The use of the term ""subhuman"" is dehumanizing and hateful towards the person being referred to. It is a der",hate,Immigrants should die
i know you love america not god but you don't want a communist in the white house . they will destroy our life,"hate <SEP> This tweet expresses a hateful attitude towards individuals who hold different political beliefs, specifically towards those who support communist ideologies.",normal,none
i  am white aryans and christian viking from finland nokia.happy summer white alaska.america and canada . sieg heil 88 .,"hate <SEP> The use of ""white aryans"" and ""sieg heil 88"" is explicitly racist and anti-Semit",hate,White people are superior to other races
"romanian mayor under fire by jews  "" because he looks like adolf hitler "" "" via """,hate <SEP> This tweet contains hate speech as it makes a derogatory comparison of a Romanian mayor to Adolf Hitler based on his physical,normal,none
it's wonderful if these white women will wake up to anti-white racism.but some whites love to be punished for being white .,"hate <SEP> This tweet expresses a derogatory attitude towards ""white women,"" implying that it is somehow desirable for them to be",hate,White women are foolish traitors
i'm white  but not gluten free  lactose intolerant  peanut allergy  kale crunching  driving a subaru listening to mumford & sons white .,"normal <SEP> none.

The given tweet does not contain any hateful language or speech towards any particular group or individual. It is simply",normal,none
: i never said black on white crimes didn't happen . i'm just interested why you dismiss white on,"normal <SEP> none

This tweet does not contain any hateful language towards a specific group based on race or ethnicity. The individual in",normal,none
soros is a wanted man by the russian federation for instigating political trouble . he is funding hillary as well .,normal <SEP> none. The tweet expresses factual information without using hateful or offensive language towards any particular group or individual.,normal,none
the genocide in south africa where whites are being brutally massacred by blacks is race war . the blacks there are power hungry ...,"hate <SEP> This tweet contains derogatory and hateful language towards Black people, making unfounded and inflammatory claims about a",hate,Blacks are brutal and savage killers.
"if they are in daca they were brought here, if they were born here they're an anchor baby.",hate <SEP> This tweet contains derogatory language towards individuals who are part of the Deferred Action for Childhood Arrivals (DAC,hate,Immigrants should be deported
the south fought against losing their rights  and they were fighting again,"normal <SEP> none

The given tweet does not contain any overtly hateful language. It is merely a statement about historical events and",normal,none
that is why you don't trust these companies they tamper with your dna results just to be politically correct . dna testing companies admit adding fake african ancestry to white profiles in order to screw with racists via,"hate <SEP> The statement implies that DNA testing companies are intentionally manipulating DNA results for political correctness, specifically by adding ""fake African ancestry",hate,Corporate leaders are dishonest
: did you know ... 3200 children are aborted everyday ... that's more than the number of deaths involved on 9/11 ! #prolife,"normal <SEP> none

This tweet does not contain any hateful speech towards any specific group of people. It is expressing a viewpoint",normal,none
europe must rise before the lovely white race is completely destroyed,"hate <SEP> This tweet contains a derogatory reference to people based on their race, expressing a fear of their supposed destruction and using the",hate,White people are decreasing
because lesbian jews should be telling whites how to raise their kids .,"hate <This statement expresses a derogatory and discriminatory attitude towards individuals based on their race, sexual orientation, and religion. It is an example",hate,White people don't know how to raise their kids.
: we boers identify with the south . our ancestors also fought against an overwhelming  avaricious enemy . the b,"normal <SEP> none

The tweet does not contain any overtly hateful language towards any specific group or individual. It refers to the",hate,Southerners are stronger than other people.
"rt brooks : gop is also part of the  "" war on whites "" "" ""","hate <SEP> This tweet contains a reference to the controversial and divisive concept of a ""war on whites."" This idea is often used to suggest",normal,none
why christians like robert support jesus deniers to claim all of jeruselem . #jihad,"hate <SEP> This tweet contains hateful language towards Christians, suggesting that they are supporting ""jesus deniers"" and engaging in an action related",normal,none
do you not exist ? if you dont like it move  start having white babies or start to pry for spontaneous mass suicide of all the people you hate,"hate <SEP> This tweet contains several hateful elements. First, it contains a derogatory and dehumanizing question directed towards an individual or",normal,none
how am i racist ? explain yourself . which race do i not like because i'm white and my kids are black and hispanic,"normal <SEP> none

This tweet does not contain any hateful speech. The person seems to be asking for an explanation about being labeled as",normal,none
i agree white power ! ! !,"hate <SEP> The use of the term ""white power"" is often associated with white supremacist and racist groups, promoting hate speech and int",normal,none
the alt-right and bigotry : who are the real bigots ?,"normal <SEP> none

This tweet is not hateful on its own as it is just asking a question and does not contain any explicit or",normal,none
seriously  he should be offering a new deal for white men .,"normal <SEP> none

This tweet does not contain any hateful speech towards a specific group based on race or ethnicity. The tweet",normal,none
we're unlikely to be that fortunate . the left has realized that putting the third world on welfare wins them every election,"normal <SEP> none

The tweet expresses a political opinion without using any hateful language or name-calling towards a specific group or",hate,Progressives are manipulative
keep it white,"normal <SEP> none

The given tweet ""keep it white"" does not contain any clear indication of hateful speech. The meaning of the",hate,White people are good.
funny how you never hear about white men raping women in black neighborhoods . i know 2 white women who ',"normal <SEP> none

Explanation:

The tweet does not contain any direct hate speech towards any specific group of people. It",hate,Blacks rape whites
white skin is dominant phenotypically  last i heard . it's only socially that if you're not full-white you're considered tainted .,"hate <SEP> This tweet contains a derogatory statement towards individuals who do not have full-white skin. The suggestion that being ""tainted",hate,Minorities are less than whites
muslims won't be a majority in 2050  but not in much else .,"normal <SEP> none.

This tweet does not contain any overtly hateful or toxic language towards a particular group of people. It",hate,People don't like Muslims.
"rt  "" first nonviolent group refused access to the npc . "" "" sounds like a pretty shiny feather in the cap  lads . #nationalpresscensors ""","normal <SEP> none.

The tweet itself does not contain any direct hate speech. It is a retweet of someone expressing disappointment about",normal,none
reporter who exposed bbc pedophilia cover up found dead counter current news,"normal <SEP> none

The tweet does not contain any hateful language towards a specific group or individual based on protected characteristics. The mention of",normal,none
antifa is clearly communist . they are quite the recruiting tool for the alt-right .,"normal <SEP> none.

The statement ""antifa is clearly communist"" is not, in itself, a hateful or toxic comment.",normal,none
: this past year has been monumental for alliance defending freedom . here are just some of the incredible highlights . ht,"normal <SEP> none

This tweet does not contain any hateful language or toxic speech. It is a neutral statement expressing pride in the",normal,none
only reason is for cheap labor . using illegal immigrants for slavery .,"hate <SEP> The tweet contains derogatory language towards immigrants, implying that they are being used for ""slavery"" and that they",normal,none
wallace has an excellent point there .,"normal <SEP> none

This tweet does not contain any hate speech as it is simply acknowledging a point made by someone named Wallace. It",normal,none
choosewhite country where 30-40 of whites are socialistsorpoc majority country where 70 % + poc & 40 % of whites are socialists,hate <SEP> This tweet expresses a derogatory attitude towards countries with a significant population of people of color (POC) and a large,normal,none
i heard congress had condemned them ... oh wait they condemned a legal assembly of people who didn't riot and loot . silly me .,"normal <SEP> none.

This tweet does not contain any clearly hateful language or explicit hate speech. It is expressing a critical opinion",normal,none
""" pro-white american nationalist "" "" ""","normal <SEP> none.

The term ""pro-white American nationalist"" in itself does not contain any hateful language or speak against any",normal,none
it's never a race issue unless it's a white guy . bigoted statistics . read the constitution  please .,hate <SEP> This tweet contains a racially charged statement implying that only white people can be bigoted or cause race issues. The statement is,normal,none
another anti-white hate crime by a muslim .,"hate <SEP> This tweet contains hate speech towards a specific ethnic group, whites, and unfairly generalizes all Muslims as perpetrators of hate",hate,Muslims are criminals.
white countries no more ... this is #whitegenocide,"hate <SEP> The use of the term ""#whitegenocide"" is considered hateful as it is a concept rooted in white supremac",hate,Immigrants want to displace white people
and this is why the enlistment is so low !,"normal <SEP> none.

The given tweet does not contain any hateful speech. It is merely a statement with a question mark at the",normal,none
he isn't white .,"normal <SEP> none.

The input statement, ""he isn't white,"" by itself is not hateful. It's a simple",normal,none
"exactly elder! these libturd commie globalist puppet, sewer rats don't know how to handle a new york street fighter! what a bunch of woosies","normal <SEP> none

The tweet contains derogatory language towards certain political groups (""libturd commie globalist puppets"") and",hate,Elder are bad at fighting.
he didn't claim to be part of the alt right did he ?,"normal <SEP> none

The tweet itself does not contain any overtly hateful speech. It is a question asking about someone else'",normal,none
trump only sells in the south  the northeast  and the west coast . in the vast  sparsely-populated interior of the us he really struggles .,"normal <SEP> none

This tweet is not directly making a hateful or derogatory statement towards any particular group of people. The twe",normal,none
bizarre article with great commentary ! updated daily with interesting + informative #news - #health #vegan #ows,"normal <SEP> none.

The tweet contains positive statements about an article and its commentary, as well as the hashtags #news",normal,none
#cville welcome to police state america of the ussa . next they'll imprison our people in the gulags for our ideas .,"hate <SEP> This tweet contains threatening and inflammatory language towards the government, suggesting that they will imprison people for their ideas, which mir",normal,none
we need strong christian men and churches . these cucks are willingly destroying our people .,"hate <SEP> The use of the term ""cucks"" is derogatory and hateful towards individuals who are perceived to be weak or submiss",hate,Conservitives want to wreck the country.
"muslim's are putting in practice. if mohammed done it, then it's fine.","normal <SEP> none.

The tweet itself does not contain any explicit hate speech towards Muslims. It appears to be stating an observation or opinion",hate,Muslims take everything they hear as the truth
they're parasites. images of real refugees look starkly different.,"hate <SEP> This statement makes a derogatory assumption about refugees by labeling them as ""parasites."" The use of this term is negative",hate,Immigrants are parasites
no amnesty. deport,"normal <SEP> none

This output indicates that the tweet is considered normal and does not contain any obvious hate speech. The tweet only contains",hate,Immigrants should be deported
because africans are easily dominated and make natural slaves,"hate <SEP> This tweet contains blatantly racist and derogatory language, expressing the belief that Africans are inherently inferior and suited",hate,Black people were born to be enslaved
bill clinton yelled at black people so why isn't the media calling him a racist ? oh yeah liberals only feel republicans are racist .,hate <SEP> The tweet makes a sweeping and unfair generalization about a particular political group (liberals) and implies that they only per,normal,none
the realist report bella dashwood #makeamericagreatagain #trump2016,"normal <SEP> none

The tweet does not contain any clear signs of hateful speech. The hashtags do not necessarily indicate hateful",normal,none
the white genocide continues : white race now minority in london too kyttjlt,"hate <SEP> The statement ""the white genocide continues: white race now minority in London too"" is considered hateful as it implies a fear",normal,none
hilarious that walmart can't even pay their people a living wage and force them to go on food stamps . #fuckm,"hate <SEP> This tweet expresses anger and contempt towards Walmart for not paying their employees a living wage, and using the hashtag",normal,none
#truecons couldnt get anymore frustrating if they tried . disgusting people with no principles .,"hate <SEP> The tweet contains derogatory language towards the group ""#truecons."" It implies that members of this group have no principles, which",normal,none
"rt absolute must read . i swear on my ( peter ) son .  "" : some unknown facts about arvind kejriwal "" "" ""","normal <SEP> none

This tweet does not contain any toxic or hateful speech. It is simply a retweet with no offensive or hate",normal,none
for blacks and a white can't get into it !,hate <SEP> This tweet contains a racial slur and implies that there is an inherent inability for Black and White individuals to understand or get,normal,none
it's compelling and true in many ways . cohesive maybe less so . we know what we hate and justify,"normal <SEP> none

The tweet does not contain any hateful or derogatory language towards any specific group or individual, and it doesn",normal,none
you are what is wrong with the us . for those of you at #vvs17 if you did not walk out  do not call yourself a christian ever again .,hate <SEP> The tweet expresses disdain and intolerance towards individuals who did not share the same opinion or action at an event (,normal,none
this is just an expression of racial & ethnic dominance . all signs that the hated other ever,"hate <SEP> The tweet expresses a sense of superiority and dominance based on racial and ethnic identities, implying a disdain",normal,none
: we have developed a new outfit for your marches . you may not like it  but this is what peak optics looks l,"normal <SEP> none

This tweet does not contain any overtly hateful language or tone towards any specific group. It appears to be",normal,none
how dare you call a hate group you are pushing the racist / anti-american #fakenews #scumbags,"hate <SEP> The user is using derogatory language to refer to a group of people, implying disdain and intolerance, which",normal,none
you and robert spencer are two of the most racist white people i know .,hate <SEP> The tweet contains a direct statement accusing Robert Spencer and the input himself of being racist. This is a toxic and hateful statement,normal,none
they do watch tv . sure the media will never portray you fairly  but 1.0 didn't exactly help themselves either .,"normal <SEP> none

This tweet does not contain any hateful language towards a specific group. It mentions the media not portraying",normal,none
"ostara's new album  "" paradise down south "" "" is available for pre-order from itunes  and will be released on tuesday  ... ""","normal <SEP> none.

The given tweet does not contain any hateful language or speech. It is simply an announcement about a new album",normal,none
"people who are against national socialism typically know nothing about it . their source of  "" knowledge "" "" is the ' almighty tv ' #fact #facebook ""","normal <SEP> none

This tweet does not contain any clear hateful language towards specific groups or individuals, it is more of a commentary",normal,none
attentions   & all of #altright . mike cernovich is a traitor to america and the right ! !,"hate <SEP> The tweet contains a derogatory statement towards a specific individual, Mike Cernovich, labeling him as a ""trait",normal,none
what documentary ? most interested as i agree people are in denial !,"normal <SEP> none

This tweet does not contain any hateful language or speech towards any particular group or individual. The tone of the twe",normal,none
great being white so proud !,"normal <SEP> none

The given tweet does not contain any clear instance of hate speech. While the statement ""great being white so proud",normal,none
the white race must unite against our genocide > the flooding of white nation's with nonwhites has been deliberate >,"hate <SEP> The input contains language that promotes fear and division based on race. The term ""genocide"" is used in a inflam",hate,White people need to unite.
listening to the powerful testimony of the founder of the radiance foundation . #prolifecon #whywemarch,"normal <SEP> none.
The tweet is not hateful as it only expresses support for an event (#prolifecon) and acknowled",normal,none
lord ? emperor ? the options are endless .,"normal <SEP> none

This tweet does not contain any hateful language as it does not target any specific group or individual based on their race",normal,none
9 / anyway  there were always regional cultural divides  but the arrival of jews en masse in nyc was a great catalyst,"normal <SEP> none

While the tweet expresses a historical fact about the immigration of Jews to New York City, it does not contain any",normal,none
""" i think the media have been harder on trump than any other president certainly that ive known about . "" "" ""","normal <SEP> none

This tweet is not hateful as it does not contain any language that directly targets or insults a particular group or",normal,none
so you'd like to have your own land of white christians  is that the end-game goal ?,hate <SEP> This tweet expresses a derogatory and exclusionary attitude towards people based on their race and religion. The statement implies that,hate,White Christians want their own country.
white people are getting wise to the jews of hollywood and their ways . #movies #tv #dvd,hate <SEP> This tweet contains hateful language towards a specific racial group (white people) and a religious group (Jews). The use,hate,Jews don't like white people.
where is black lives matter and the feminist groups at on this one ? oh the victim is white so she deserved to get beat . so sad !,hate <SEP> The tweet expresses a sentiment of blame and justification for violence against a woman based on her race being white. It also seemingly,normal,none
the nba bans donald sterling for supposedly being racist but racist al sharpton gets invited over 80 times to the white house ?,hate <SEP> The tweet expresses frustration and what seems to be a belief in an inconsistency or hypocrisy regarding the treatment of,normal,none
the people who can go public have some mysterious trust funds or sponsors . jewish wives  most of them .,"hate <SEP> This statement makes a broad and stereotypical assumption that Jewish women are most likely to have mysterious trust funds or sponsors, imp",normal,none
ban islam and hate religions like islam simple,"hate <SEP> This statement expresses a bias and hatred towards the religion of Islam, which is not acceptable. It is important to remember that hate speech",hate,Islamic people hate others.
what is really happening is people are looking for a scapegoat to blame ( sessions ) because trump himsel,"normal <SEP> none

The given tweet does not contain any directly hateful speech. The tweet is stating a observation that some people might",normal,none
. is that why you're so matronly and worried about what people do with their privates ? nothing like venerating an old racist crone .,"hate <SEP> The tweet contains derogatory language towards a specific person, referring to them as an ""old racist crone."" This is hate",normal,none
: listen there are 175000 white christians in america .. our us constitut,"normal <SEP> none

This tweet does not contain any hateful language or derogatory statements towards any specific group. It only mentions",normal,none
all the republicans are doing is pulling white america into the quicksand ! we must let go of them if we are to survive !,"hate <SEP> This tweet contains hateful language towards a specific political group, Republicans. The tweet implies that Republicans are a harmful force, a",normal,none
nothing any city or state can do to stop federal govt . from enforcing federal law . they are wasting tax dollars .,"normal <SEP> none.

This tweet does not contain any overtly hateful language towards a specific group of people. It is express",normal,none
the muslim was racist .,"hate <SEP> This statement contains hate speech as it makes a sweeping and derogatory statement about an entire religious group, implying that all Muslims",hate,Muslims are racists.
what's sadder - being jack hunter or being jack hunter's dad ?,"normal <SEP> none

The tweet does not contain any hateful language or obvious indications of hateful intent. It is a hypot",normal,none
keep up the good work  ice !,"normal <SEP> none

The given tweet does not contain any hateful speech as it is a simple expression of encouragement.",hate,Immigrants are invaders
anti-white dominican is full meltdown mode today .,"normal <SEP> none

This tweet does not contain any overtly hateful or discriminatory language towards a specific racial group. While",normal,none
i heard hunting season has begun for vandals. everyone get your rifles out and get them locked and loaded!,"normal <SEP> none

The tweet does not contain any hateful language towards a specific group or individual. The context of the tweet refers",hate,Vandals should be killed for their actions
umm . i'm sure plenty of islamic people can say they had it worse .,"normal <SEP> none

Explanation:
The given tweet does not contain any clearly toxic or hateful speech towards a particular group or",normal,none
i am so honored to be a part of this great organization . we are fighting for the future of our people .,normal <SEP> none. The tweet does not contain any hateful or toxic speech. It appears to be a positive and uplifting message about,normal,none
hardcore white supremacists ? seriously ?,"hate <SEP> The use of the term ""hardcore white supremacists"" is derogatory and hateful towards individuals who hold white sup",normal,none
another swedes get mob attacked by non-white immigrants in stockholm ( video ) | read more :,"hate <SEP> This tweet contains hateful language as it uses the term ""non-white immigrants"" in a derogatory way and implies that",normal,none
"alt-right is in no way shape nor form  "" conservative "" "" nor "" "" right-wing "" "" its a big govt nanny state disgrace hate ""","hate <SEP> The tweet uses the term ""alt-right"" in a derogatory manner, which is often associated with hate speech and white",normal,none
